,,CH0601,CH0602,CH0603,CH0604,CH0605
2025/9/8,19:02:57,55.2,56.7,32,30.2,10.03
2025/9/8,19:02:58,55.8,56.7,32,30.3,10.03
2025/9/8,19:02:59,55.9,56.6,32,30.2,10.03
2025/9/8,19:03:00,57.5,56.5,31.9,30.2,10.03
2025/9/8,19:03:01,57,56.6,31.9,30.2,10.03
2025/9/8,19:03:02,58,56.6,31.9,30.2,10.03
2025/9/8,19:03:03,55.1,56.6,31.9,30.2,10.03
2025/9/8,19:03:04,53.5,56.6,31.9,30.2,10.03
2025/9/8,19:03:05,54.3,56.6,31.9,30.2,10.03
2025/9/8,19:03:06,54.3,56.7,31.9,30.2,10.03
2025/9/8,19:03:07,51.7,56.7,32,30.1,10.03
2025/9/8,19:03:08,49,56.7,32,30.2,10.03
2025/9/8,19:03:09,48.2,56.7,32,30.2,10.03
2025/9/8,19:03:10,48.6,56.7,32,30.2,10.03
2025/9/8,19:03:11,51.2,56.7,32,30.2,10.03
2025/9/8,19:03:12,52.2,56.8,32,30.2,10.03
2025/9/8,19:03:13,54.8,56.8,32,30.1,10.03
2025/9/8,19:03:14,56.9,56.8,32,30.1,10.03
2025/9/8,19:03:15,59,56.7,32,30.1,10.03
2025/9/8,19:03:16,60.5,56.7,32,30.1,10.03
2025/9/8,19:03:17,60,56.7,32,30.1,10.03
2025/9/8,19:03:18,58.7,56.6,31.9,30.1,10.03
2025/9/8,19:03:19,54.8,56.5,32,30.1,10.03
2025/9/8,19:03:20,52.3,56.5,32,30.1,10.03
2025/9/8,19:03:21,55.2,56.5,32,30.1,10.03
2025/9/8,19:03:22,55.1,56.4,32,30.1,10.03
2025/9/8,19:03:23,53.3,56.4,32,30.1,10.03
2025/9/8,19:03:24,54,56.4,32,30.1,10.03
2025/9/8,19:03:25,55.7,56.4,32,30.1,10.03
2025/9/8,19:03:26,57.6,56.5,32,30.1,10.03
2025/9/8,19:03:27,57,56.4,31.9,30.1,10.03
2025/9/8,19:03:28,55.6,56.4,31.9,30.1,10.03
2025/9/8,19:03:29,53.6,56.4,31.9,30.1,10.03
2025/9/8,19:03:30,51.9,56.3,31.9,30.1,10.03
2025/9/8,19:03:31,49.6,56.2,31.8,30.1,10.03
2025/9/8,19:03:32,50.1,56.1,31.9,30.1,10.03
2025/9/8,19:03:33,50.2,56.1,31.9,30.1,10.03
2025/9/8,19:03:34,51.5,56.1,31.9,30.1,10.03
2025/9/8,19:03:35,51.4,56.2,31.9,30.1,10.03
2025/9/8,19:03:36,53.3,56.3,31.9,30.1,10.03
2025/9/8,19:03:37,53.5,56.4,31.9,30.2,10.03
2025/9/8,19:03:38,51.5,56.5,31.9,30.1,10.03
2025/9/8,19:03:39,51.6,56.6,31.9,30.1,10.03
2025/9/8,19:03:40,50.5,56.6,31.9,30.1,10.03
2025/9/8,19:03:41,49.3,56.5,31.9,30.1,10.03
2025/9/8,19:03:42,50.3,56.5,31.9,30.1,10.03
2025/9/8,19:03:43,54.2,56.6,31.9,30.1,10.03
2025/9/8,19:03:44,54.2,56.6,31.9,30.1,10.03
2025/9/8,19:03:45,54.8,56.5,31.9,30.1,10.03
2025/9/8,19:03:46,56,56.5,31.9,30.1,10.03
2025/9/8,19:03:47,53.6,56.5,32,30.1,10.03
2025/9/8,19:03:48,54.8,56.6,32,30.1,10.03
2025/9/8,19:03:49,55.9,56.7,32,30.1,10.03
2025/9/8,19:03:50,55.1,56.8,32,30.1,10.03
2025/9/8,19:03:51,57.7,56.8,32.1,30.1,10.03
2025/9/8,19:03:52,59.3,56.9,32.1,30.2,10.03
2025/9/8,19:03:53,58.8,56.9,32.1,30.2,10.03
2025/9/8,19:03:54,58,56.9,32.1,30.1,10.03
2025/9/8,19:03:55,57.2,56.9,32.1,30.1,10.03
2025/9/8,19:03:56,56.1,56.9,32.1,30.1,10.03
2025/9/8,19:03:57,55,57,32.1,30.1,10.03
2025/9/8,19:03:58,53.7,56.9,32.1,30.1,10.03
2025/9/8,19:03:59,52.8,56.9,32.1,30.1,10.03
2025/9/8,19:04:00,52.9,56.8,32,30.1,10.03
2025/9/8,19:04:01,52.7,56.8,32,30.1,10.03
2025/9/8,19:04:02,50.4,56.8,32,30.1,10.03
2025/9/8,19:04:03,48.2,56.8,32,30.1,10.03
2025/9/8,19:04:04,47.3,56.8,32,30.1,10.03
2025/9/8,19:04:05,47.7,56.7,32,30.1,10.03
2025/9/8,19:04:06,48.4,56.6,32,30.1,10.03
2025/9/8,19:04:07,47.8,56.6,32,30.1,10.03
2025/9/8,19:04:08,49,56.6,32,30.1,10.03
2025/9/8,19:04:09,51.8,56.6,32,30.1,10.03
2025/9/8,19:04:10,50.5,56.7,32,30.1,10.03
2025/9/8,19:04:11,49.2,56.7,32,30.1,10.03
2025/9/8,19:04:12,48.2,56.7,32,30.1,10.03
2025/9/8,19:04:13,49,56.6,32,30.1,10.03
2025/9/8,19:04:14,49.9,56.5,32,30.1,10.03
2025/9/8,19:04:15,50.6,56.5,32,30.1,10.03
2025/9/8,19:04:16,53.3,56.5,32,30.1,10.03
2025/9/8,19:04:17,54.4,56.5,32,30.1,10.03
2025/9/8,19:04:18,53.6,56.5,32,30.1,10.03
2025/9/8,19:04:19,53.5,56.5,32,30.1,10.03
2025/9/8,19:04:20,55.7,56.4,32,30.1,10.03
2025/9/8,19:04:21,55.8,56.3,32,30.1,10.03
2025/9/8,19:04:22,52.8,56.4,32.1,30.1,10.03
2025/9/8,19:04:23,50.3,56.4,32.1,30.1,10.03
2025/9/8,19:04:24,49.2,56.4,32.1,30.1,10.03
2025/9/8,19:04:25,48.8,56.4,32.1,30.1,10.03
2025/9/8,19:04:26,49,56.4,32.1,30.1,10.03
2025/9/8,19:04:27,49.7,56.4,32.1,30,10.03
2025/9/8,19:04:28,49.2,56.3,32,30,10.03
2025/9/8,19:04:29,48.4,56.1,32,30,10.03
2025/9/8,19:04:30,48,56.1,32,30.1,10.03
2025/9/8,19:04:31,47.9,56.2,32,30.1,10.03
2025/9/8,19:04:32,47.8,56.2,32,30.1,10.03
2025/9/8,19:04:33,47.5,56.2,32,30,10.03
2025/9/8,19:04:34,48.1,56.2,32,30.1,10.03
2025/9/8,19:04:35,46.8,56.2,32,30,10.03
2025/9/8,19:04:36,47.4,56.1,32,30,10.03
2025/9/8,19:04:37,49,56.2,32,30,10.03
2025/9/8,19:04:38,51.2,56.3,32,30,10.03
2025/9/8,19:04:39,53.3,56.4,32,30.1,10.03
2025/9/8,19:04:40,55,56.4,32.1,30.1,10.03
2025/9/8,19:04:41,56.9,56.6,32.1,30.1,10.03
2025/9/8,19:04:42,58.3,56.7,32.1,30.1,10.03
2025/9/8,19:04:43,56.4,56.8,32.1,30.1,10.03
2025/9/8,19:04:44,54.3,56.8,32.1,30.1,10.03
2025/9/8,19:04:45,54.3,56.7,32.1,30.1,10.03
2025/9/8,19:04:46,54.2,56.6,32.1,30.1,10.03
2025/9/8,19:04:47,53,56.6,32.1,30.1,10.03
2025/9/8,19:04:48,51.4,56.6,32.1,30.1,10.03
2025/9/8,19:04:49,50.8,56.7,32.1,30.1,10.03
2025/9/8,19:04:50,51,56.7,32.1,30.1,10.03
2025/9/8,19:04:51,51.3,56.6,32.1,30.1,10.03
2025/9/8,19:04:52,51,56.5,32,30.1,10.03
2025/9/8,19:04:53,50.8,56.5,32,30.1,10.03
2025/9/8,19:04:54,52.3,56.5,32.1,30.1,10.03
2025/9/8,19:04:55,55.4,56.6,32.1,30.1,10.03
2025/9/8,19:04:56,55.6,56.5,32.1,30.1,10.03
2025/9/8,19:04:57,55.6,56.5,32.1,30.1,10.03
2025/9/8,19:04:58,55.5,56.3,32.1,30.1,10.03
2025/9/8,19:04:59,53.3,56.2,32.1,30.1,10.03
2025/9/8,19:05:00,51.6,56.2,32.1,30.1,10.03
2025/9/8,19:05:01,53.1,56.2,32.1,30,10.03
2025/9/8,19:05:02,53.1,56.2,32,30,10.03
2025/9/8,19:05:03,53.3,56.2,32.1,30.1,10.03
2025/9/8,19:05:04,52.2,56.2,32.1,30.1,10.03
2025/9/8,19:05:05,52.4,56.2,32.1,30.1,10.03
2025/9/8,19:05:06,52.1,56.3,32.1,30.1,10.03
2025/9/8,19:05:07,53.6,56.4,32.1,30.1,10.03
2025/9/8,19:05:08,55.7,56.4,32.1,30.1,10.03
2025/9/8,19:05:09,56.8,56.2,32.1,30.1,10.03
2025/9/8,19:05:10,57.7,56.1,32.1,30.1,10.03
2025/9/8,19:05:11,54.7,56.1,32.1,30.1,10.03
2025/9/8,19:05:12,51.1,56.2,32.1,30.1,10.03
2025/9/8,19:05:13,49.9,56.3,32.1,30.1,10.03
2025/9/8,19:05:14,51.1,56.4,32.1,30.1,10.03
2025/9/8,19:05:15,53.4,56.4,32.2,30.1,10.03
2025/9/8,19:05:16,56.7,56.5,32.2,30.1,10.03
2025/9/8,19:05:17,57.2,56.5,32.2,30.1,10.03
2025/9/8,19:05:18,58,56.6,32.2,30.1,10.03
2025/9/8,19:05:19,58.2,56.7,32.2,30.1,10.03
2025/9/8,19:05:20,59.5,56.9,32.2,30.1,10.03
2025/9/8,19:05:21,60.5,56.9,32.2,30.1,10.03
2025/9/8,19:05:22,61.1,56.8,32.2,30.1,10.03
2025/9/8,19:05:23,61.4,56.8,32.2,30.1,10.03
2025/9/8,19:05:24,62.3,56.8,32.2,30.1,10.03
2025/9/8,19:05:25,63.2,56.7,32.2,30.1,10.03
2025/9/8,19:05:26,60.2,56.7,32.2,30.1,10.03
2025/9/8,19:05:27,59.4,56.6,32.2,30.1,10.03
2025/9/8,19:05:28,60,56.6,32.2,30.1,10.03
2025/9/8,19:05:29,60.6,56.5,32.2,30.1,10.03
2025/9/8,19:05:30,59.1,56.5,32.2,30.1,10.03
2025/9/8,19:05:31,59.9,56.4,32.2,30.1,10.03
2025/9/8,19:05:32,60.3,56.4,32.2,30.1,10.03
2025/9/8,19:05:33,57.3,56.3,32.2,30.1,10.03
2025/9/8,19:05:34,58.7,56.4,32.2,30.1,10.03
2025/9/8,19:05:35,57.8,56.5,32.2,30.1,10.03
2025/9/8,19:05:36,58.8,56.5,32.2,30.1,10.03
2025/9/8,19:05:37,57.2,56.5,32.2,30.1,10.03
2025/9/8,19:05:38,56.7,56.4,32.2,30.1,10.03
2025/9/8,19:05:39,56.1,56.4,32.2,30.1,10.03
2025/9/8,19:05:40,55.5,56.4,32.2,30.1,10.03
2025/9/8,19:05:41,56.3,56.3,32.2,30.1,10.03
2025/9/8,19:05:42,54.6,56.2,32.2,30.1,10.03
2025/9/8,19:05:43,52.2,56.2,32.1,30.1,10.03
2025/9/8,19:05:44,50.7,56.2,32.2,30.1,10.03
2025/9/8,19:05:45,52.3,56.1,32.2,30.1,10.03
2025/9/8,19:05:46,55,56,32.2,30.1,10.03
2025/9/8,19:05:47,56,55.9,32.2,30.1,10.03
2025/9/8,19:05:48,55.6,55.9,32.1,30.1,10.03
2025/9/8,19:05:49,54.7,55.9,32.1,30.1,10.03
2025/9/8,19:05:50,52.4,55.9,32.1,30.1,10.03
2025/9/8,19:05:51,50.2,56,32.1,30.1,10.03
2025/9/8,19:05:52,49,55.9,32.1,30.1,10.03
2025/9/8,19:05:53,48.1,55.8,32.1,30.1,10.03
2025/9/8,19:05:54,49.7,55.9,32.1,30.1,10.03
2025/9/8,19:05:55,50,55.9,32.1,30.1,10.03
2025/9/8,19:05:56,49,55.9,32.2,30.1,10.03
2025/9/8,19:05:57,50.8,56,32.2,30.1,10.03
2025/9/8,19:05:58,51.3,56,32.2,30.1,10.03
2025/9/8,19:05:59,50.8,56,32.2,30.1,10.03
2025/9/8,19:06:00,52,55.9,32.1,30.1,10.03
2025/9/8,19:06:01,52.8,56,32.1,30.1,10.03
2025/9/8,19:06:02,54.4,56.1,32.1,30.1,10.03
2025/9/8,19:06:03,54.8,56,32.1,30.1,10.03
2025/9/8,19:06:04,54.1,55.9,32.1,30.1,10.03
2025/9/8,19:06:05,53.8,55.9,32.1,30.1,10.03
2025/9/8,19:06:06,51.9,56,32.1,30.1,10.03
2025/9/8,19:06:07,50.1,55.9,32.1,30.1,10.03
2025/9/8,19:06:08,52.7,55.9,32.2,30.1,10.03
2025/9/8,19:06:09,54.9,55.9,32.2,30,10.03
2025/9/8,19:06:10,56.1,55.8,32.2,30,10.03
2025/9/8,19:06:11,56.8,55.9,32.2,30,10.03
2025/9/8,19:06:12,55.4,55.9,32.2,30,10.03
2025/9/8,19:06:13,55.3,55.9,32.2,30.1,10.03
2025/9/8,19:06:14,55.3,55.9,32.2,30.1,10.03
2025/9/8,19:06:15,56.3,55.8,32.2,30.1,10.03
2025/9/8,19:06:16,54.5,55.8,32.2,30,10.03
2025/9/8,19:06:17,50.8,55.8,32.2,30,10.03
2025/9/8,19:06:18,51.4,55.8,32.2,30,10.03
2025/9/8,19:06:19,51.2,55.8,32.2,30,10.03
2025/9/8,19:06:20,50.2,55.9,32.2,30,10.03
2025/9/8,19:06:21,50.2,55.9,32.2,30,10.03
2025/9/8,19:06:22,51.8,55.9,32.2,30,10.03
2025/9/8,19:06:23,52.4,56,32.2,30,10.03
2025/9/8,19:06:24,50.9,56.1,32.2,30.1,10.03
2025/9/8,19:06:25,49.7,56.1,32.3,30.1,10.03
2025/9/8,19:06:26,49.4,56.2,32.2,30.1,10.03
2025/9/8,19:06:27,49,56.2,32.2,30.1,10.03
2025/9/8,19:06:28,48.4,56.2,32.2,30.1,10.03
2025/9/8,19:06:29,47.8,56.1,32.2,30.1,10.03
2025/9/8,19:06:30,48.3,56.1,32.2,30.1,10.03
2025/9/8,19:06:31,47.2,56.1,32.2,30.1,10.03
2025/9/8,19:06:32,47.1,56,32.2,30.1,10.03
2025/9/8,19:06:33,48.2,56,32.3,30.1,10.03
2025/9/8,19:06:34,50.3,56,32.3,30.1,10.03
2025/9/8,19:06:35,50.4,56.2,32.3,30.1,10.03
2025/9/8,19:06:36,53.1,56.3,32.3,30.1,10.03
2025/9/8,19:06:37,54.4,56.5,32.3,30.1,10.03
2025/9/8,19:06:38,54.5,56.6,32.3,30.1,10.03
2025/9/8,19:06:39,56,56.8,32.3,30.1,10.03
2025/9/8,19:06:40,55,56.9,32.3,30.1,10.03
2025/9/8,19:06:41,55.1,56.9,32.3,30.1,10.03
2025/9/8,19:06:42,54.2,56.9,32.3,30.1,10.03
2025/9/8,19:06:43,56,56.9,32.3,30.1,10.03
2025/9/8,19:06:44,54.8,56.8,32.3,30.1,10.03
2025/9/8,19:06:45,55.5,56.7,32.3,30.1,10.03
2025/9/8,19:06:46,55.8,56.5,32.3,30.1,10.03
2025/9/8,19:06:47,55.8,56.4,32.3,30.1,10.03
2025/9/8,19:06:48,55.1,56.3,32.3,30.1,10.03
2025/9/8,19:06:49,55.1,56.1,32.3,30.1,10.03
2025/9/8,19:06:50,54.6,56,32.3,30.1,10.03
2025/9/8,19:06:51,54.1,55.9,32.3,30.1,10.03
2025/9/8,19:06:52,53.3,55.9,32.3,30.1,10.03
2025/9/8,19:06:53,52,56,32.3,30,10.03
2025/9/8,19:06:54,52.2,56.1,32.3,30.1,10.03
2025/9/8,19:06:55,51.3,56,32.2,30.1,10.03
2025/9/8,19:06:56,50.8,56,32.2,30,10.03
2025/9/8,19:06:57,49.1,55.9,32.2,30,10.03
2025/9/8,19:06:58,47.6,55.9,32.2,30,10.03
2025/9/8,19:06:59,47.8,55.9,32.2,30,10.03
2025/9/8,19:07:00,47.6,55.9,32.2,30.1,10.03
2025/9/8,19:07:01,46.9,55.9,32.2,30.1,10.03
2025/9/8,19:07:02,48.6,55.7,32.2,30,10.03
2025/9/8,19:07:03,49.8,55.6,32.2,30,10.03
2025/9/8,19:07:04,48.9,55.6,32.2,30,10.03
2025/9/8,19:07:05,49.6,55.7,32.2,30,10.03
2025/9/8,19:07:06,49.7,55.7,32.2,30,10.03
2025/9/8,19:07:07,49.6,55.8,32.2,30,10.03
2025/9/8,19:07:08,50.3,55.8,32.2,30,10.03
2025/9/8,19:07:09,51.6,55.9,32.2,30,10.03
2025/9/8,19:07:10,52.6,55.9,32.2,30,10.03
2025/9/8,19:07:11,52.5,56.1,32.2,30.1,10.03
2025/9/8,19:07:12,51.1,56.2,32.2,30.1,10.03
2025/9/8,19:07:13,52.6,56.3,32.2,30.1,10.03
2025/9/8,19:07:14,54.9,56.4,32.2,30.1,10.03
2025/9/8,19:07:15,55.8,56.5,32.3,30.1,10.03
2025/9/8,19:07:16,53.7,56.6,32.3,30.1,10.03
2025/9/8,19:07:17,55.4,56.7,32.3,30.1,10.03
2025/9/8,19:07:18,56.1,56.6,32.3,30.1,10.03
2025/9/8,19:07:19,55,56.6,32.3,30.1,10.03
2025/9/8,19:07:20,53.3,56.5,32.3,30.1,10.03
2025/9/8,19:07:21,51.5,56.3,32.3,30.1,10.03
2025/9/8,19:07:22,51.8,56.2,32.3,30.1,10.03
2025/9/8,19:07:23,50.9,56.1,32.3,30.1,10.03
2025/9/8,19:07:24,51.2,56.1,32.3,30.1,10.03
2025/9/8,19:07:25,50.9,56,32.3,30.1,10.03
2025/9/8,19:07:26,51.1,56,32.3,30.1,10.03
2025/9/8,19:07:27,51.2,56,32.3,30.1,10.03
2025/9/8,19:07:28,49.3,56,32.3,30.1,10.03
2025/9/8,19:07:29,49.7,56.2,32.3,30,10.03
2025/9/8,19:07:30,52.2,56.2,32.3,30,10.03
2025/9/8,19:07:31,53.8,56.3,32.4,30,10.03
2025/9/8,19:07:32,55,56.5,32.4,30.1,10.03
2025/9/8,19:07:33,56.9,56.7,32.4,30.1,10.03
2025/9/8,19:07:34,56,56.7,32.4,30,10.03
2025/9/8,19:07:35,57.1,56.7,32.4,30.1,10.03
2025/9/8,19:07:36,58.3,56.8,32.5,30.1,10.03
2025/9/8,19:07:37,58.6,56.9,32.5,30.1,10.03
2025/9/8,19:07:38,58.3,56.8,32.5,30.1,10.03
2025/9/8,19:07:39,58.6,56.8,32.5,30.1,10.03
2025/9/8,19:07:40,58.4,56.7,32.5,30.1,10.03
2025/9/8,19:07:41,58.6,56.6,32.5,30.1,10.03
2025/9/8,19:07:42,55.7,56.6,32.5,30.1,10.03
2025/9/8,19:07:43,53.6,56.6,32.4,30.1,10.03
2025/9/8,19:07:44,52.5,56.6,32.5,30.1,10.03
2025/9/8,19:07:45,51.9,56.6,32.5,30.1,10.03
2025/9/8,19:07:46,52.9,56.6,32.4,30.1,10.03
2025/9/8,19:07:47,53.7,56.5,32.4,30,10.03
2025/9/8,19:07:48,52.7,56.5,32.4,30,10.03
2025/9/8,19:07:49,50.5,56.5,32.5,30,10.03
2025/9/8,19:07:50,48,56.6,32.5,30.1,10.03
2025/9/8,19:07:51,47.5,56.5,32.5,30.1,10.03
2025/9/8,19:07:52,47.1,56.5,32.5,30.1,10.03
2025/9/8,19:07:53,46.1,56.6,32.5,30.1,10.03
2025/9/8,19:07:54,47.4,56.6,32.5,30.1,10.03
2025/9/8,19:07:55,47.4,56.7,32.5,30.1,10.03
2025/9/8,19:07:56,48.6,56.7,32.6,30.1,10.03
2025/9/8,19:07:57,50,56.7,32.5,30.1,10.03
2025/9/8,19:07:58,50.2,56.6,32.5,30.1,10.03
2025/9/8,19:07:59,50.4,56.6,32.5,30.1,10.03
2025/9/8,19:08:00,49.4,56.5,32.5,30.1,10.03
2025/9/8,19:08:01,48.7,56.5,32.5,30.1,10.03
2025/9/8,19:08:02,48.9,56.5,32.5,30.1,10.03
2025/9/8,19:08:03,50.1,56.4,32.5,30.1,10.03
2025/9/8,19:08:04,48.3,56.4,32.5,30.1,10.03
2025/9/8,19:08:05,47.9,56.4,32.5,30.1,10.03
2025/9/8,19:08:06,48.2,56.3,32.5,30.1,10.03
2025/9/8,19:08:07,47.1,56.3,32.4,30.1,10.03
2025/9/8,19:08:08,47.1,56.2,32.4,30.1,10.03
2025/9/8,19:08:09,48.3,56.3,32.4,30.1,10.03
2025/9/8,19:08:10,49.1,56.4,32.5,30.1,10.03
2025/9/8,19:08:11,49.2,56.5,32.5,30.1,10.03
2025/9/8,19:08:12,49.3,56.5,32.5,30.1,10.03
2025/9/8,19:08:13,50.5,56.5,32.5,30.1,10.03
2025/9/8,19:08:14,51.1,56.5,32.5,30.1,10.03
2025/9/8,19:08:15,52.5,56.4,32.5,30.1,10.03
2025/9/8,19:08:16,53.6,56.4,32.5,30.1,10.03
2025/9/8,19:08:17,52.7,56.4,32.5,30.1,10.03
2025/9/8,19:08:18,51,56.4,32.5,30.1,10.03
2025/9/8,19:08:19,51.1,56.3,32.5,30.1,10.03
2025/9/8,19:08:20,51.8,56.2,32.5,30.1,10.03
2025/9/8,19:08:21,50.9,56.2,32.5,30.1,10.03
2025/9/8,19:08:22,51.2,56,32.5,30.1,10.03
2025/9/8,19:08:23,51.6,55.9,32.5,30.1,10.03
2025/9/8,19:08:24,50.6,55.8,32.4,30.1,10.03
2025/9/8,19:08:25,48.8,55.8,32.4,30,10.03
2025/9/8,19:08:26,47.2,55.8,32.4,30.1,10.03
2025/9/8,19:08:27,46.7,55.8,32.4,30,10.03
2025/9/8,19:08:28,45.9,55.9,32.4,30,10.03
2025/9/8,19:08:29,46.2,56,32.4,30,10.03
2025/9/8,19:08:30,45.4,56.1,32.4,30,10.03
2025/9/8,19:08:31,44.9,56.1,32.4,30.1,10.03
2025/9/8,19:08:32,45.8,56.1,32.4,30,10.03
2025/9/8,19:08:33,45.6,56,32.4,30.1,10.03
2025/9/8,19:08:34,46.7,56,32.4,30.1,10.03
2025/9/8,19:08:35,47.1,55.9,32.4,30.1,10.03
2025/9/8,19:08:36,47.9,56,32.4,30.1,10.03
2025/9/8,19:08:37,49.4,56.1,32.4,30.1,10.03
2025/9/8,19:08:38,49.1,56.2,32.4,30.1,10.03
2025/9/8,19:08:39,49.3,56.3,32.4,30.1,10.03
2025/9/8,19:08:40,48.5,56.3,32.5,30.1,10.03
2025/9/8,19:08:41,46.6,56.2,32.5,30.1,10.03
2025/9/8,19:08:42,46.8,56.2,32.4,30.1,10.03
2025/9/8,19:08:43,47.5,56.2,32.5,30.1,10.03
2025/9/8,19:08:44,47.8,56.1,32.5,30.1,10.03
2025/9/8,19:08:45,48.6,56,32.5,30.1,10.03
2025/9/8,19:08:46,49.3,56,32.5,30.1,10.03
2025/9/8,19:08:47,48.7,56,32.5,30.1,10.03
2025/9/8,19:08:48,48.1,56,32.5,30.1,10.03
2025/9/8,19:08:49,47.4,55.9,32.4,30.1,10.03
2025/9/8,19:08:50,47,55.9,32.4,30.1,10.03
2025/9/8,19:08:51,47.6,55.8,32.4,30.1,10.03
2025/9/8,19:08:52,48.4,55.8,32.4,30.1,10.03
2025/9/8,19:08:53,47.6,55.7,32.4,30.1,10.03
2025/9/8,19:08:54,48.7,55.7,32.4,30.1,10.03
2025/9/8,19:08:55,49.4,55.8,32.4,30.1,10.03
2025/9/8,19:08:56,50.7,56,32.4,30.1,10.03
2025/9/8,19:08:57,52.3,56.1,32.4,30.1,10.03
2025/9/8,19:08:58,53.8,56.2,32.5,30.1,10.03
2025/9/8,19:08:59,55,56.3,32.5,30.1,10.03
2025/9/8,19:09:00,54.2,56.4,32.5,30.1,10.03
2025/9/8,19:09:01,54.4,56.3,32.5,30.1,10.03
2025/9/8,19:09:02,54,56.3,32.5,30.1,10.03
2025/9/8,19:09:03,53.6,56.2,32.5,30.1,10.03
2025/9/8,19:09:04,52,56.2,32.5,30.1,10.03
2025/9/8,19:09:05,51.7,56.2,32.5,30.1,10.03
2025/9/8,19:09:06,52.1,56.3,32.5,30.1,10.03
2025/9/8,19:09:07,54.6,56.3,32.6,30.1,10.03
2025/9/8,19:09:08,53.5,56.3,32.6,30.1,10.03
2025/9/8,19:09:09,56.1,56.4,32.6,30.1,10.03
2025/9/8,19:09:10,53.1,56.3,32.6,30.1,10.03
2025/9/8,19:09:11,52.5,56.1,32.5,30.1,10.03
2025/9/8,19:09:12,51.7,55.9,32.6,30.1,10.03
2025/9/8,19:09:13,51.3,55.8,32.5,30.1,10.03
2025/9/8,19:09:14,50.6,55.7,32.5,30.1,10.03
2025/9/8,19:09:15,48.7,55.5,32.5,30.1,10.03
2025/9/8,19:09:16,48.1,55.4,32.5,30.1,10.03
2025/9/8,19:09:17,47.4,55.4,32.5,30.1,10.03
2025/9/8,19:09:18,49.4,55.4,32.4,30,10.03
2025/9/8,19:09:19,51.1,55.5,32.4,30,10.03
2025/9/8,19:09:20,52.7,55.5,32.4,30,10.03
2025/9/8,19:09:21,51.8,55.5,32.4,30.1,10.03
2025/9/8,19:09:22,51.3,55.4,32.4,30.1,10.03
2025/9/8,19:09:23,50.3,55.4,32.4,30.1,10.03
2025/9/8,19:09:24,49.1,55.4,32.4,30,10.03
2025/9/8,19:09:25,48,55.5,32.4,30,10.03
2025/9/8,19:09:26,46.6,55.5,32.5,30.1,10.03
2025/9/8,19:09:27,45.4,55.5,32.5,30.1,10.03
2025/9/8,19:09:28,46.5,55.6,32.5,30,10.03
2025/9/8,19:09:29,48.2,55.8,32.5,30.1,10.03
2025/9/8,19:09:30,48.2,55.9,32.5,30.1,10.03
2025/9/8,19:09:31,48,55.9,32.5,30.1,10.03
2025/9/8,19:09:32,48.1,55.9,32.5,30.1,10.03
2025/9/8,19:09:33,48.3,55.8,32.5,30,10.03
2025/9/8,19:09:34,49.1,55.8,32.5,30,10.03
2025/9/8,19:09:35,47.1,55.9,32.5,30,10.03
2025/9/8,19:09:36,46.3,55.9,32.5,30.1,10.03
2025/9/8,19:09:37,44.7,56,32.5,30.1,10.03
2025/9/8,19:09:38,44.1,56,32.5,30,10.03
2025/9/8,19:09:39,44.4,56,32.5,30,10.03
2025/9/8,19:09:40,44.4,56,32.5,30.1,10.03
2025/9/8,19:09:41,43.9,56.1,32.5,30.1,10.03
2025/9/8,19:09:42,43.7,56.1,32.5,30.1,10.03
2025/9/8,19:09:43,44.4,56.1,32.5,30.1,10.03
2025/9/8,19:09:44,46,56,32.5,30.1,10.03
2025/9/8,19:09:45,48.4,56,32.6,30.1,10.03
2025/9/8,19:09:46,49.4,56.1,32.6,30.1,10.03
2025/9/8,19:09:47,49.6,56.2,32.6,30.1,10.03
2025/9/8,19:09:48,47.6,56.2,32.6,30.1,10.03
2025/9/8,19:09:49,47.7,56.2,32.6,30.1,10.03
2025/9/8,19:09:50,47.2,56.2,32.6,30.1,10.03
2025/9/8,19:09:51,48.4,56.1,32.6,30.1,10.03
2025/9/8,19:09:52,48.7,56.1,32.6,30.1,10.03
2025/9/8,19:09:53,49,56.1,32.6,30.1,10.03
2025/9/8,19:09:54,48.5,56.2,32.6,30.1,10.03
2025/9/8,19:09:55,49,56.2,32.6,30.1,10.03
2025/9/8,19:09:56,48,56.3,32.6,30.1,10.03
2025/9/8,19:09:57,48,56.3,32.6,30.1,10.03
2025/9/8,19:09:58,47.6,56.4,32.6,30.1,10.03
2025/9/8,19:09:59,47.5,56.3,32.6,30.1,10.03
2025/9/8,19:10:00,47.4,56.3,32.6,30.1,10.03
2025/9/8,19:10:01,47.7,56.3,32.6,30.1,10.03
2025/9/8,19:10:02,47.7,56.2,32.6,30.1,10.03
2025/9/8,19:10:03,49.2,56.2,32.6,30.1,10.03
2025/9/8,19:10:04,50.9,56.2,32.6,30.1,10.03
2025/9/8,19:10:05,50.5,56.2,32.6,30.1,10.03
2025/9/8,19:10:06,50.1,56,32.6,30.1,10.03
2025/9/8,19:10:07,48.2,56.1,32.6,30.1,10.03
2025/9/8,19:10:08,48.5,56.1,32.6,30.1,10.03
2025/9/8,19:10:09,49.1,56.2,32.6,30.1,10.03
2025/9/8,19:10:10,50.9,56.2,32.6,30.1,10.03
2025/9/8,19:10:11,51.8,56.1,32.6,30.1,10.03
2025/9/8,19:10:12,50.9,56.1,32.6,30.1,10.03
